country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Latvia,LV,2020-W18,80+yr,6,107513,8.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W19,80+yr,10,107513,14.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W20,80+yr,14,107513,22.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W21,80+yr,10,107513,22.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W22,80+yr,2,107513,11.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W23,80+yr,0,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W24,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W25,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W26,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W27,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W28,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W29,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W30,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W31,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W32,80+yr,2,107513,2.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W33,80+yr,2,107513,3.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W34,80+yr,0,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W35,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W36,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W37,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W38,80+yr,1,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W39,80+yr,3,107513,3.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W40,80+yr,4,107513,6.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W41,80+yr,12,107513,14.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W42,80+yr,16,107513,26,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W43,80+yr,41,107513,53,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W44,80+yr,52,107513,86.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W45,80+yr,127,107513,166.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W46,80+yr,114,107513,224.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W47,80+yr,108,107513,206.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W48,80+yr,173,107513,261.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W49,80+yr,312,107513,451.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W50,80+yr,311,107513,579.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-W51,80+yr,362,107513,626,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,<15yr,0,421857,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,<15yr,4,421857,0.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,<15yr,3,421857,1.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,<15yr,8,421857,2.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,<15yr,5,421857,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,<15yr,3,421857,1.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,<15yr,0,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,<15yr,5,421857,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,<15yr,0,421857,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,<15yr,6,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,<15yr,0,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,<15yr,3,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,<15yr,0,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,<15yr,4,421857,0.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,<15yr,2,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,<15yr,11,421857,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,<15yr,12,421857,5.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,<15yr,14,421857,6.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,<15yr,20,421857,8.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,<15yr,10,421857,7.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,<15yr,9,421857,4.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,<15yr,22,421857,7.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,<15yr,28,421857,11.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,<15yr,43,421857,16.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,<15yr,95,421857,22.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,<15yr,260,421857,84.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,<15yr,313,421857,135.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,<15yr,340,421857,154.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,<15yr,431,421857,182.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,<15yr,540,421857,230.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,<15yr,642,421857,280.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,<15yr,735,421857,326.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,<15yr,884,421857,383.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,<15yr,817,421857,403.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,15-24yr,0,294428,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,15-24yr,3,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,15-24yr,19,294428,7.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,15-24yr,28,294428,16,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,15-24yr,38,294428,22.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,15-24yr,21,294428,20,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,15-24yr,10,294428,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,15-24yr,14,294428,8.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,15-24yr,2,294428,5.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,15-24yr,1,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,15-24yr,4,294428,1.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,15-24yr,3,294428,2.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,15-24yr,3,294428,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,15-24yr,8,294428,3.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,15-24yr,1,294428,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,15-24yr,3,294428,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,15-24yr,0,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,15-24yr,1,294428,0.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,15-24yr,0,294428,0.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,15-24yr,3,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,15-24yr,3,294428,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,15-24yr,6,294428,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,15-24yr,25,294428,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,15-24yr,26,294428,17.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,15-24yr,38,294428,21.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,15-24yr,33,294428,24.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,15-24yr,28,294428,20.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,15-24yr,32,294428,20.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,15-24yr,57,294428,30.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,15-24yr,65,294428,41.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,15-24yr,138,294428,46.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,15-24yr,346,294428,164.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,15-24yr,612,294428,325.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,15-24yr,775,294428,471.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,15-24yr,978,294428,595.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,15-24yr,926,294428,646.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,15-24yr,1068,294428,677.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,15-24yr,1127,294428,745.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,15-24yr,1557,294428,911.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,15-24yr,1518,294428,1044.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,25-49yr,1,912437,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,25-49yr,9,912437,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,25-49yr,64,912437,8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,25-49yr,101,912437,18.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,25-49yr,132,912437,25.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,25-49yr,70,912437,22.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,25-49yr,50,912437,13.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,25-49yr,79,912437,14.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,25-49yr,21,912437,11,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,25-49yr,10,912437,3.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,25-49yr,17,912437,3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,25-49yr,22,912437,4.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,25-49yr,14,912437,3.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,25-49yr,26,912437,4.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,25-49yr,20,912437,5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,25-49yr,14,912437,3.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,25-49yr,5,912437,2.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,25-49yr,11,912437,1.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,25-49yr,8,912437,2.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,25-49yr,36,912437,4.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,25-49yr,30,912437,7.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,25-49yr,48,912437,8.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,25-49yr,64,912437,12.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,25-49yr,89,912437,16.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,25-49yr,114,912437,22.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,25-49yr,109,912437,24.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,25-49yr,91,912437,21.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,25-49yr,134,912437,24.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,25-49yr,184,912437,34.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,25-49yr,340,912437,57.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,25-49yr,616,912437,67.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,25-49yr,1456,912437,227.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,25-49yr,2578,912437,442.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,25-49yr,2821,912437,591.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,25-49yr,4224,912437,772.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,25-49yr,5145,912437,1026.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,25-49yr,5440,912437,1160.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,25-49yr,5925,912437,1245.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,25-49yr,7784,912437,1502.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,25-49yr,8174,912437,1748.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,50-64yr,0,613089,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,50-64yr,2,613089,0.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,50-64yr,26,613089,4.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,50-64yr,90,613089,18.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,50-64yr,106,613089,32,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,50-64yr,61,613089,27.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,50-64yr,61,613089,19.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,50-64yr,48,613089,17.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,50-64yr,24,613089,11.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,50-64yr,25,613089,8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,50-64yr,22,613089,7.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,50-64yr,35,613089,9.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,50-64yr,17,613089,8.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,50-64yr,13,613089,4.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,50-64yr,16,613089,4.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,50-64yr,5,613089,3.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,50-64yr,3,613089,1.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,50-64yr,7,613089,1.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,50-64yr,8,613089,2.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,50-64yr,13,613089,3.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,50-64yr,23,613089,5.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,50-64yr,31,613089,8.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,50-64yr,40,613089,11.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,50-64yr,25,613089,10.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,50-64yr,46,613089,11.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,50-64yr,58,613089,17,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,50-64yr,43,613089,16.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,50-64yr,64,613089,17.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,50-64yr,107,613089,27.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,50-64yr,169,613089,45,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,50-64yr,370,613089,60.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,50-64yr,785,613089,188.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,50-64yr,1500,613089,372.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,50-64yr,2133,613089,592.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,50-64yr,2952,613089,829.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,50-64yr,3824,613089,1105.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,50-64yr,3992,613089,1274.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,50-64yr,4536,613089,1391,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,50-64yr,5903,613089,1702.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,50-64yr,6142,613089,1964.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,65-79yr,0,390834,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,65-79yr,0,390834,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,65-79yr,9,390834,2.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,65-79yr,38,390834,12,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,65-79yr,38,390834,19.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,65-79yr,28,390834,16.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,65-79yr,31,390834,15.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,65-79yr,18,390834,12.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,65-79yr,14,390834,8.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,65-79yr,19,390834,8.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,65-79yr,9,390834,7.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,65-79yr,7,390834,4.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,65-79yr,4,390834,2.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,65-79yr,2,390834,1.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,65-79yr,3,390834,1.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,65-79yr,3,390834,1.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,65-79yr,2,390834,1.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,65-79yr,6,390834,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,65-79yr,6,390834,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,65-79yr,6,390834,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,65-79yr,2,390834,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,65-79yr,9,390834,2.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,65-79yr,8,390834,4.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,65-79yr,10,390834,4.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,65-79yr,14,390834,6.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,65-79yr,16,390834,7.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,65-79yr,15,390834,7.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,65-79yr,26,390834,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,65-79yr,25,390834,13,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,65-79yr,40,390834,16.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,65-79yr,140,390834,35.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,65-79yr,246,390834,98.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,65-79yr,395,390834,164,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,65-79yr,626,390834,261.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,65-79yr,1006,390834,417.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,65-79yr,1214,390834,568,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,65-79yr,1281,390834,638.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,65-79yr,1515,390834,715.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,65-79yr,1840,390834,858.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,65-79yr,1939,390834,966.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W09,80+yr,0,161539,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W11,80+yr,0,161539,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W12,80+yr,2,161539,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W13,80+yr,19,161539,13,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W14,80+yr,20,161539,24.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W15,80+yr,15,161539,21.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W16,80+yr,31,161539,28.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W17,80+yr,5,161539,22.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W18,80+yr,25,161539,18.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W19,80+yr,20,161539,27.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W20,80+yr,10,161539,18.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W21,80+yr,4,161539,8.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W22,80+yr,1,161539,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W23,80+yr,1,161539,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W24,80+yr,2,161539,1.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W25,80+yr,0,161539,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W26,80+yr,0,161539,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W27,80+yr,1,161539,0.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W28,80+yr,1,161539,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W29,80+yr,3,161539,2.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W30,80+yr,3,161539,3.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W31,80+yr,3,161539,3.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W32,80+yr,8,161539,6.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W33,80+yr,7,161539,9.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W34,80+yr,5,161539,7.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W35,80+yr,7,161539,7.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W36,80+yr,8,161539,9.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W37,80+yr,9,161539,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W38,80+yr,27,161539,22.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W39,80+yr,19,161539,28.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W42,80+yr,57,161539,35.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W43,80+yr,129,161539,115.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W44,80+yr,172,161539,186.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W45,80+yr,326,161539,308.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W46,80+yr,460,161539,486.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W47,80+yr,637,161539,679.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W48,80+yr,674,161539,811.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W49,80+yr,852,161539,944.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W50,80+yr,964,161539,1124.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-W51,80+yr,820,161539,1104.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W09,<15yr,0,98607,,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W10,<15yr,0,98607,,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W11,<15yr,0,98607,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W12,<15yr,7,98607,7.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W13,<15yr,7,98607,14.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W14,<15yr,0,98607,7.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W15,<15yr,8,98607,8.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W16,<15yr,0,98607,8.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W17,<15yr,0,98607,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W18,<15yr,0,98607,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W19,<15yr,2,98607,2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W20,<15yr,0,98607,2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W21,<15yr,7,98607,7.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W22,<15yr,0,98607,7.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W23,<15yr,0,98607,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W24,<15yr,0,98607,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W25,<15yr,5,98607,5.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W26,<15yr,18,98607,23.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W27,<15yr,26,98607,44.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W28,<15yr,23,98607,49.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-W29,<15yr,68,98607,92.3,"TESSy COVID-19, national weekly data"
