country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Denmark,DK,2020-W26,80+yr,15,263746,9.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W27,80+yr,5,263746,7.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W28,80+yr,2,263746,2.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W29,80+yr,11,263746,4.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W30,80+yr,4,263746,5.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W31,80+yr,7,263746,4.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W32,80+yr,7,263746,5.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W33,80+yr,7,263746,5.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W34,80+yr,8,263746,5.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W35,80+yr,8,263746,6.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W36,80+yr,15,263746,8.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W37,80+yr,43,263746,22,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W38,80+yr,71,263746,43.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W39,80+yr,74,263746,55,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W40,80+yr,43,263746,44.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W41,80+yr,70,263746,42.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W42,80+yr,77,263746,55.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W43,80+yr,92,263746,64.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W44,80+yr,116,263746,78.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W45,80+yr,115,263746,87.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W46,80+yr,141,263746,97.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W47,80+yr,178,263746,120.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W48,80+yr,207,263746,146,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W49,80+yr,248,263746,172.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W50,80+yr,458,263746,267.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-W51,80+yr,574,263746,391.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W09,<15yr,0,217423,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W10,<15yr,0,217423,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W11,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W12,<15yr,5,217423,2.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W13,<15yr,0,217423,2.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W14,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W15,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W16,<15yr,7,217423,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W17,<15yr,0,217423,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W18,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W19,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W20,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W21,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W22,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W23,<15yr,6,217423,2.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-W24,<15yr,4,217423,4.6,"TESSy COVID-19, national weekly data"
